PID AA_21 AA_22 AA_23 AA_24 AA_25 AA_26 AA_27 AA_28 AA_29 AA_30 AA_31 AA_32 AA_33 AA_34 AA_35 AA_36 AA_37 AA_38 AA_39 AA_40
Pathogen_80 0 0 1 0 1 0 0 0 0 0 1 1 1 1 1 1 1 0 1 0
Pathogen_81 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0
Pathogen_82 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0
Pathogen_83 1 0 0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 1 1 0
Pathogen_84 1 1 0 0 1 1 0 0 0 0 1 1 0 1 1 1 1 0 0 0
Pathogen_85 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 1 0 0 1 1
Pathogen_86 0 1 0 1 1 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0
Pathogen_87 1 0 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 1 0 1
Pathogen_88 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0
Pathogen_89 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0
Pathogen_90 1 1 1 1 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1
Pathogen_91 0 1 0 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0
Pathogen_92 1 1 0 1 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0
Pathogen_93 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0
Pathogen_94 1 0 0 1 1 1 0 1 1 0 0 0 0 1 1 1 0 1 0 0
Pathogen_95 0 0 1 1 1 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0
Pathogen_96 1 1 1 1 1 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0
Pathogen_97 0 0 0 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0
Pathogen_98 0 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_99 0 1 1 0 1 0 0 0 0 0 1 1 1 1 1 0 0 0 1 0
Pathogen_100 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1
Pathogen_101 1 1 0 0 1 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0
Pathogen_102 1 1 0 0 1 1 1 1 1 0 1 0 1 1 0 0 0 0 0 0
Pathogen_103 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0
Pathogen_104 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 1
Pathogen_105 1 1 0 1 1 0 0 0 1 0 0 1 1 0 1 1 0 0 1 0
Pathogen_106 1 1 1 0 1 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0
Pathogen_107 1 1 1 1 1 0 1 1 0 1 0 1 0 0 0 1 1 0 1 1
Pathogen_108 1 1 0 1 1 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0
Pathogen_109 1 1 1 0 1 1 0 1 0 1 0 0 1 0 1 1 0 0 1 0
Pathogen_110 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0
Pathogen_111 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 0
Pathogen_112 1 1 0 1 1 1 1 0 0 0 0 0 1 1 0 1 0 0 1 0
Pathogen_113 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1
Pathogen_114 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
Pathogen_115 1 0 1 0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 1 0
Pathogen_116 0 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 0
Pathogen_117 1 0 1 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0 0 0
Pathogen_118 0 0 0 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 1 0
Pathogen_119 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0
Pathogen_120 1 0 0 1 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 1
Pathogen_121 0 1 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 0 1 0
Pathogen_122 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 1 1 1
Pathogen_123 1 1 0 0 1 1 0 0 1 1 0 0 1 0 1 0 0 0 1 0
Pathogen_124 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0
Pathogen_125 0 1 1 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 0 0
Pathogen_126 0 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 1
Pathogen_127 1 1 0 0 1 0 1 1 1 0 1 0 0 1 0 1 0 0 0 1
Pathogen_128 1 1 1 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0
Pathogen_129 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 0 1 0
Pathogen_130 0 1 1 1 1 1 0 0 1 0 1 1 1 1 0 1 0 0 0 1
Pathogen_131 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0
Pathogen_132 1 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1 0
Pathogen_133 1 0 0 1 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1
Pathogen_134 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 0
Pathogen_135 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0 1 0 1 0 0
Pathogen_136 0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0
Pathogen_137 0 1 1 1 1 1 0 1 1 0 1 0 0 1 0 1 1 0 0 0
Pathogen_138 1 1 0 1 1 1 0 1 0 1 1 0 0 0 1 1 0 0 1 0
Pathogen_139 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 0
Pathogen_140 1 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0
Pathogen_141 1 0 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 0 1 0
Pathogen_142 0 1 1 1 1 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0
Pathogen_143 1 1 0 1 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0
Pathogen_144 1 0 1 0 1 1 0 1 1 0 1 1 0 0 0 1 0 0 1 1
Pathogen_145 1 1 1 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0
Pathogen_146 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1
Pathogen_147 0 1 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0
Pathogen_148 1 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1
Pathogen_149 0 0 0 0 1 1 0 1 1 0 0 1 1 0 1 1 0 0 0 1
Pathogen_150 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_151 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0
Pathogen_152 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1
Pathogen_153 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1
Pathogen_154 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
Pathogen_155 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 1
Pathogen_156 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
Pathogen_157 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0
Pathogen_158 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
Pathogen_159 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0
Pathogen_160 0 1 0 1 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 0
Pathogen_161 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0
Pathogen_162 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0
Pathogen_163 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
Pathogen_164 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0
Pathogen_165 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_166 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1
Pathogen_167 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_168 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0
Pathogen_169 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
Pathogen_170 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1
Pathogen_171 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0
Pathogen_172 0 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1
Pathogen_173 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_174 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0
Pathogen_175 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0
Pathogen_176 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0
Pathogen_177 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0
Pathogen_178 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0
Pathogen_179 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_180 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
Pathogen_181 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1
Pathogen_182 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0
Pathogen_183 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
Pathogen_184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
Pathogen_185 0 1 0 1 1 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0
Pathogen_186 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_187 0 1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 0 1 0 0
Pathogen_188 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0
Pathogen_189 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0
Pathogen_190 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0
Pathogen_191 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
Pathogen_192 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
Pathogen_193 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
Pathogen_194 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
Pathogen_195 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
Pathogen_196 0 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1 0 1 1 0
Pathogen_197 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1
Pathogen_198 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0
Pathogen_199 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_200 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0
Pathogen_201 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
Pathogen_202 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0
Pathogen_203 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0
Pathogen_204 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1
Pathogen_205 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
Pathogen_206 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 1
Pathogen_207 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 1 0
Pathogen_208 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 0 0
Pathogen_209 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
Pathogen_210 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1
Pathogen_211 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0
Pathogen_212 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0
Pathogen_213 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0
Pathogen_214 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_216 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_217 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
Pathogen_218 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 0
Pathogen_219 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0
Pathogen_220 0 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0
Pathogen_221 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 1
Pathogen_222 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_223 0 1 0 1 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
Pathogen_224 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
Pathogen_225 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0
Pathogen_226 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1
Pathogen_227 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0
Pathogen_228 0 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0
Pathogen_229 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
Pathogen_230 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 1
Pathogen_231 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0
Pathogen_232 0 1 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0
Pathogen_233 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1
Pathogen_234 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 0
Pathogen_235 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
Pathogen_236 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1
Pathogen_237 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
Pathogen_238 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
Pathogen_239 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0
Pathogen_240 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pathogen_241 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0
Pathogen_242 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
Pathogen_243 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0
Pathogen_244 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
Pathogen_245 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0
Pathogen_246 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1
Pathogen_247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Pathogen_248 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0
Pathogen_249 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
Pathogen_250 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0
Pathogen_251 0 0 0 1 1 1 0 1 1 0 0 1 1 1 0 1 0 0 0 1
Pathogen_252 0 1 1 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 1 0
Pathogen_253 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0
Pathogen_254 0 1 1 0 1 1 1 1 1 0 0 0 0 0 0 1 1 0 0 1
Pathogen_255 1 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0
Pathogen_256 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 1 0 0 1
Pathogen_257 1 0 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0
Pathogen_258 0 1 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1 0 1 0
Pathogen_259 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0
Pathogen_260 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0 1 0 0 1 0
Pathogen_261 0 1 0 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0
Pathogen_262 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
Pathogen_263 1 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0
Pathogen_264 1 1 0 1 1 1 1 0 0 0 0 0 1 0 0 1 0 0 1 1
Pathogen_265 0 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 0
Pathogen_266 1 1 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 0 1 0
Pathogen_267 1 0 0 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0
Pathogen_268 1 0 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1
Pathogen_269 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0
Pathogen_270 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 1 0 0 0 1
Pathogen_271 0 0 1 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0
Pathogen_272 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 1 1 0 1
Pathogen_273 1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 1 1 0 1 0
Pathogen_274 0 0 0 1 1 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0
Pathogen_275 1 1 0 0 1 1 0 0 1 0 1 0 0 1 0 1 1 1 0 0
Pathogen_276 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1
Pathogen_277 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1
Pathogen_278 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1
Pathogen_279 0 1 0 1 1 1 0 1 1 0 1 0 1 0 1 1 1 0 0 0
Pathogen_280 0 0 0 0 1 0 1 0 0 0 1 1 0 1 1 0 0 0 1 0
Pathogen_281 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 1 0 0 0 1
Pathogen_282 0 1 0 1 1 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0
Pathogen_283 1 1 0 0 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0
Pathogen_284 1 1 0 1 0 1 0 1 1 1 1 0 1 0 1 0 0 0 1 0
Pathogen_285 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0
Pathogen_286 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0
Pathogen_287 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0
